ItemType,Temperature_Celsius,ItemName,Quantity,Price,ExpirationDate
Freezer,-15.96,Milk,22,17.72,5/5/2025
Freezer,-16.56,Ice Cream,24,14.61,3/15/2025
Freezer,-16.47,Ice Cream,21,11.91,1/1/2026
Fridge,3.82,Yogurt,28,12.9,8/1/2025
Freezer,-15.61,Yogurt,37,2.85,11/21/2025
Fridge,3.06,Cheese,33,18.8,9/19/2025
Fridge,3.64,Milk,2,16.81,2/20/2025
Fridge,3.1,Cheese,17,1.98,12/24/2025
Fridge,3.8,Frozen Vegetables,5,15.91,9/18/2025
Freezer,-16.87,Milk,1,13.9,7/28/2025
Fridge,1.78,Ice Cream,48,11.62,12/17/2025
Fridge,3.44,Milk,18,6.43,8/15/2025
Freezer,-16.53,Ice Cream,22,7.69,3/14/2025
Fridge,1.63,Milk,3,4.17,3/10/2025
Fridge,1.03,Yogurt,25,6.46,3/9/2025
Freezer,-16.51,Yogurt,15,10.92,7/31/2025
Freezer,-15.26,Ice Cream,31,1.53,8/2/2025
Fridge,2.49,Milk,6,7.4,2/27/2025
Freezer,-15.26,Frozen Vegetables,3,6.61,2/12/2025
Fridge,2.64,Yogurt,39,17.63,12/10/2025
Freezer,-17.8,Cheese,32,4.8,5/24/2025
Freezer,-17.31,Cheese,1,4.68,11/9/2025
Fridge,3.84,Frozen Vegetables,16,15.35,5/16/2025
Fridge,3.52,Ice Cream,50,10.56,9/30/2025
Freezer,-15,Cheese,26,14.26,12/30/2025
Fridge,1.8,Frozen Vegetables,21,3.89,11/8/2025
Freezer,-16.77,Yogurt,8,14.6,1/5/2026
Fridge,3.38,Milk,38,6.07,2/26/2025
Fridge,3.5,Cheese,23,5.1,6/28/2025
Freezer,-16.75,Milk,30,18.14,7/25/2025
Freezer,-17.41,Frozen Vegetables,13,17.37,9/11/2025
Fridge,2.44,Milk,39,1.76,8/13/2025
Fridge,1.52,Yogurt,38,15.62,5/25/2025
Fridge,3.82,Ice Cream,15,9.23,12/6/2025
Fridge,3.47,Yogurt,48,2.07,1/12/2026
Freezer,-15.39,Cheese,45,8.05,12/12/2025
Fridge,1.22,Ice Cream,42,7.37,1/27/2026
Freezer,-15.49,Ice Cream,41,2.85,8/9/2025
Freezer,-15.4,Milk,48,10.38,5/5/2025
Fridge,2.21,Ice Cream,1,14.94,6/13/2025
Freezer,-15.8,Cheese,43,16.78,12/31/2025
Freezer,-16.06,Cheese,11,15.58,5/19/2025
Fridge,1.67,Yogurt,26,7.8,4/10/2025
Freezer,-17.46,Milk,21,13.06,4/17/2025
Freezer,-15.22,Cheese,17,10.58,9/1/2025
Freezer,-15.25,Milk,36,5.92,5/13/2025
Fridge,3.97,Cheese,16,7.39,11/18/2025
Fridge,2.85,Frozen Vegetables,13,8.62,5/7/2025
Fridge,1.3,Yogurt,23,5.36,4/7/2025
Freezer,-15.91,Milk,12,12.97,4/27/2025
Freezer,-17.93,Yogurt,5,6.72,3/4/2025
Fridge,3.22,Yogurt,38,7.15,6/8/2025
Freezer,-15.35,Yogurt,35,14.89,3/25/2025
Freezer,-16.13,Frozen Vegetables,40,8.66,3/2/2025
Fridge,1.99,Frozen Vegetables,20,15.96,6/12/2025
Fridge,1.77,Frozen Vegetables,33,16.28,10/10/2025
Fridge,1.41,Milk,10,7.61,1/12/2026
Freezer,-16.7,Milk,45,4.19,9/14/2025
Fridge,2.05,Yogurt,16,15.17,5/29/2025
Freezer,-15.44,Yogurt,48,6.16,5/27/2025
Fridge,1.31,Yogurt,4,19.45,2/11/2025
Freezer,-16.65,Milk,33,17.03,5/25/2025
Freezer,-15.32,Milk,15,6.7,3/7/2025
Freezer,-16.17,Ice Cream,15,12.26,3/20/2025
Fridge,2.12,Ice Cream,48,1.17,4/22/2025
Freezer,-15.18,Yogurt,25,16.5,8/11/2025
Fridge,1.33,Yogurt,32,6.77,7/25/2025
Fridge,1.35,Yogurt,12,11.6,7/19/2025
Fridge,3.86,Frozen Vegetables,19,5.03,3/11/2025
Fridge,2.74,Ice Cream,41,1.27,11/9/2025
Fridge,3.67,Milk,47,7.54,4/29/2025
Freezer,-15.47,Frozen Vegetables,36,12.67,1/26/2026
Fridge,1.78,Yogurt,16,19.01,6/29/2025
Freezer,-15.2,Cheese,2,7.54,4/18/2025
Fridge,3.35,Yogurt,41,6.57,7/25/2025
Freezer,-15.6,Frozen Vegetables,45,4.24,10/6/2025
Freezer,-15.01,Frozen Vegetables,9,19.27,7/4/2025
Freezer,-16.14,Cheese,37,10.43,2/5/2025
Freezer,-17.3,Yogurt,47,2.49,5/16/2025
Fridge,2.28,Ice Cream,33,14.56,4/1/2025
Freezer,-17.95,Ice Cream,47,19.3,9/15/2025
Fridge,1.81,Frozen Vegetables,35,19.52,5/1/2025
Freezer,-15.29,Milk,19,2.25,10/21/2025
Freezer,-17.3,Frozen Vegetables,36,12.69,2/24/2025
Fridge,2.7,Yogurt,20,5.56,3/30/2025
Freezer,-15.8,Frozen Vegetables,48,1.26,7/21/2025
Freezer,-17.28,Frozen Vegetables,42,10.51,4/23/2025
Fridge,1.98,Milk,13,18.18,12/12/2025
Freezer,-16.83,Milk,32,12.51,4/26/2025
Freezer,-17.49,Yogurt,19,10.44,9/24/2025
Freezer,-16.01,Cheese,21,19.39,8/17/2025
Freezer,-15.81,Ice Cream,6,5.73,1/31/2025
Fridge,1.05,Frozen Vegetables,46,9.66,10/2/2025
Fridge,3.18,Ice Cream,25,4.17,3/20/2025
Freezer,-16.8,Ice Cream,4,7.64,10/20/2025
Freezer,-17.97,Frozen Vegetables,40,7.58,11/27/2025
Freezer,-16.03,Frozen Vegetables,49,6.16,2/13/2025
Freezer,-16,Yogurt,43,14.97,9/14/2025
Freezer,-15.86,Yogurt,27,1.38,7/1/2025
Fridge,2.39,Milk,4,11.11,10/13/2025
Freezer,-16.98,Cheese,18,14.74,1/21/2026
Fridge,1.66,Ice Cream,32,4.3,2/24/2025
Fridge,1.15,Frozen Vegetables,47,11.55,4/28/2025
Freezer,-15.85,Milk,28,11.92,8/25/2025
Freezer,-17.82,Ice Cream,20,12.43,4/27/2025
Fridge,2.72,Cheese,17,5.29,12/1/2025
Freezer,-17.72,Cheese,13,15.15,5/29/2025
Fridge,2.37,Yogurt,12,14.98,1/1/2026
Fridge,3.09,Milk,3,10.57,3/1/2025
Fridge,1.3,Frozen Vegetables,3,5.74,10/3/2025
Fridge,3.37,Yogurt,22,8.62,7/17/2025
Freezer,-15.69,Cheese,32,19.24,1/10/2026
Fridge,2.77,Frozen Vegetables,18,1.13,12/18/2025
Fridge,2.17,Ice Cream,48,13.88,1/27/2026
Freezer,-15.65,Frozen Vegetables,17,1.54,7/20/2025
Fridge,3.13,Milk,14,7,12/17/2025
Fridge,2.84,Ice Cream,15,12.42,6/10/2025
Freezer,-17.91,Cheese,16,12.11,8/8/2025
Fridge,2.64,Frozen Vegetables,4,6.59,9/25/2025
Fridge,3.55,Yogurt,19,6.54,5/27/2025
Fridge,2.52,Cheese,33,11.83,12/13/2025
Freezer,-16.14,Frozen Vegetables,2,18.69,12/28/2025
Fridge,3.85,Frozen Vegetables,38,1.24,9/1/2025
Freezer,-16.52,Yogurt,2,16.84,10/26/2025
Freezer,-16.93,Cheese,40,14.61,6/26/2025
Fridge,2.08,Milk,39,17.91,9/8/2025
Fridge,2.64,Ice Cream,21,10.88,12/14/2025
Fridge,1.02,Frozen Vegetables,32,16.32,6/19/2025
Freezer,-17.7,Ice Cream,10,3.39,1/12/2026
Freezer,-16.8,Frozen Vegetables,21,10.08,12/31/2025
Freezer,-15.5,Yogurt,42,19.98,11/20/2025
Freezer,-16.52,Cheese,24,4.26,3/10/2025
Freezer,-17.25,Yogurt,17,18.76,4/1/2025
Fridge,3.09,Yogurt,45,8.88,8/30/2025
Fridge,2.95,Cheese,26,17.15,10/17/2025
Fridge,3.51,Milk,31,18.37,7/13/2025
Fridge,3.39,Yogurt,40,7.8,1/22/2026
Fridge,3.16,Frozen Vegetables,20,14.82,12/23/2025
Freezer,-17.67,Frozen Vegetables,46,10.71,2/26/2025
Fridge,2.17,Milk,26,13.18,12/15/2025
Fridge,2.75,Yogurt,43,11.59,9/5/2025
Freezer,-15.9,Frozen Vegetables,36,8.27,4/24/2025
Freezer,-16.02,Ice Cream,30,19.59,2/4/2025
Fridge,1,Ice Cream,40,17.68,4/29/2025
Freezer,-16.77,Cheese,39,10.9,3/5/2025
Freezer,-15.14,Frozen Vegetables,18,15.59,6/3/2025
Freezer,-17.48,Frozen Vegetables,5,5.15,8/5/2025
Freezer,-17.8,Ice Cream,3,3.5,11/5/2025
Fridge,1.2,Ice Cream,50,5.32,6/3/2025
Fridge,1.61,Frozen Vegetables,22,3.2,5/28/2025
Fridge,3.79,Cheese,32,3.46,6/16/2025
Fridge,2.06,Frozen Vegetables,5,11.88,5/7/2025
Fridge,1.14,Ice Cream,50,10.69,4/29/2025
Freezer,-17.35,Cheese,41,14.66,4/12/2025
Fridge,1.72,Milk,45,4.73,1/30/2025
Freezer,-16.57,Yogurt,10,11.04,6/3/2025
Freezer,-17.87,Ice Cream,48,6.71,10/28/2025
Fridge,2.67,Ice Cream,49,17.22,9/7/2025
Fridge,2.44,Milk,43,15.91,9/4/2025
Freezer,-15.03,Yogurt,11,17.52,4/2/2025
Fridge,1.5,Yogurt,5,15.52,5/8/2025
Freezer,-17.74,Ice Cream,14,13.73,4/7/2025
Fridge,1.64,Milk,11,4.64,5/22/2025
Freezer,-15.32,Yogurt,1,15.03,2/17/2025
Fridge,1.31,Ice Cream,30,3.34,12/11/2025
Freezer,-17.54,Milk,26,14.99,4/20/2025
Freezer,-17.65,Cheese,43,5.74,12/16/2025
Fridge,1.64,Frozen Vegetables,18,4.17,3/31/2025
Freezer,-16.81,Ice Cream,22,16.53,9/8/2025
Fridge,1.48,Ice Cream,15,16.19,5/23/2025
Fridge,2.1,Frozen Vegetables,2,5.57,11/16/2025
Fridge,1.19,Milk,16,4.05,5/8/2025
Fridge,3.31,Cheese,20,19.73,9/22/2025
Freezer,-15.79,Milk,42,3.66,9/25/2025
Fridge,3.13,Ice Cream,10,3.28,8/15/2025
Freezer,-15.26,Ice Cream,13,14.13,11/9/2025
Freezer,-15.75,Frozen Vegetables,16,16.57,4/29/2025
Freezer,-15.11,Ice Cream,49,8.59,4/21/2025
Fridge,3.04,Milk,37,15.27,11/3/2025
Fridge,3.19,Frozen Vegetables,1,9.7,2/8/2025
Fridge,3.17,Cheese,46,2.08,7/14/2025
Fridge,1.39,Milk,45,16.55,11/1/2025
Freezer,-15.48,Cheese,29,11.92,11/7/2025
Fridge,2.47,Frozen Vegetables,39,12.02,4/8/2025
Fridge,3.54,Yogurt,15,5.21,7/10/2025
Fridge,3.99,Cheese,27,6.65,3/24/2025
Fridge,1.91,Milk,25,9.23,3/3/2025
Freezer,-16.53,Ice Cream,24,2.18,12/10/2025
Freezer,-16.3,Ice Cream,27,5.8,11/1/2025
Fridge,2.39,Ice Cream,18,13.28,9/19/2025
Freezer,-17.76,Yogurt,17,13.01,3/3/2025
Fridge,1.83,Cheese,19,7.81,8/18/2025
Fridge,3.9,Frozen Vegetables,36,3.4,8/30/2025
Freezer,-15.87,Frozen Vegetables,16,12.51,8/25/2025
Freezer,-17.71,Ice Cream,29,9.55,1/18/2026
Fridge,1.75,Yogurt,8,9.56,5/22/2025
Fridge,3.9,Ice Cream,2,5.21,7/18/2025
Freezer,-16.81,Yogurt,35,12.75,1/2/2026
Freezer,-15.88,Yogurt,44,16.11,12/4/2025
Freezer,-15.87,Milk,13,1.3,4/2/2025
Freezer,-15.44,Cheese,45,9.86,3/20/2025
Freezer,-17.4,Ice Cream,6,11.96,3/25/2025
Freezer,-15.64,Cheese,23,4.29,10/28/2025
Freezer,-15.42,Frozen Vegetables,3,4.73,4/22/2025
Freezer,-15.57,Yogurt,18,14.83,4/26/2025
Fridge,3.94,Ice Cream,38,4.9,2/22/2025
Fridge,2.54,Cheese,32,9.52,7/22/2025
Fridge,1.72,Yogurt,22,8.38,1/30/2025
Freezer,-16.83,Ice Cream,32,3.71,7/6/2025
Freezer,-16.77,Ice Cream,21,1.41,9/7/2025
Fridge,2.61,Cheese,11,6.32,1/21/2026
Freezer,-17.32,Milk,25,19.47,8/25/2025
Fridge,2.64,Milk,22,6.84,8/22/2025
Freezer,-16.67,Ice Cream,12,14.33,7/4/2025
Freezer,-16.6,Milk,41,1.38,7/6/2025
Fridge,2.11,Milk,3,9.83,11/11/2025
Freezer,-16.32,Milk,46,18.76,11/23/2025
Freezer,-16.78,Cheese,41,4.49,1/9/2026
Fridge,2.46,Ice Cream,3,15.51,6/20/2025
Freezer,-15.57,Ice Cream,31,3.23,12/27/2025
Freezer,-16.44,Milk,6,3.32,9/9/2025
Freezer,-17.15,Ice Cream,15,19.4,8/4/2025
Freezer,-17.65,Cheese,29,9.88,5/16/2025
Freezer,-16.83,Cheese,35,3.39,2/9/2025
Fridge,1.76,Yogurt,40,12.45,9/24/2025
Fridge,1.83,Ice Cream,4,17.95,9/5/2025
Fridge,1.2,Ice Cream,25,18.97,4/30/2025
Fridge,1.68,Milk,19,10.79,4/7/2025
Freezer,-16.79,Yogurt,7,16.49,5/16/2025
Freezer,-17.19,Yogurt,23,19.11,4/12/2025
Freezer,-15.63,Yogurt,35,5.26,12/27/2025
Fridge,2.24,Ice Cream,19,6.79,9/24/2025
Freezer,-16.84,Milk,12,8.14,11/28/2025
Fridge,2.1,Milk,6,16.79,3/4/2025
Fridge,3.82,Frozen Vegetables,18,16.44,12/22/2025
Freezer,-16.54,Milk,19,9.4,1/23/2026
Freezer,-16.64,Yogurt,19,8.1,8/24/2025
Fridge,3.86,Frozen Vegetables,23,18.75,9/5/2025
Freezer,-17.92,Ice Cream,14,10.35,1/16/2026
Fridge,2.04,Yogurt,12,10.29,10/18/2025
Fridge,1.99,Yogurt,18,11.88,1/12/2026
Fridge,3.77,Milk,17,12.09,4/8/2025
Freezer,-17.86,Ice Cream,40,12.55,7/9/2025
Freezer,-17.77,Frozen Vegetables,33,19.77,11/6/2025
Freezer,-16.8,Yogurt,5,4.9,3/14/2025
Freezer,-16.45,Frozen Vegetables,3,11.27,7/11/2025
Fridge,3.54,Yogurt,32,16.35,8/17/2025
Freezer,-17.98,Milk,10,16.97,6/15/2025
Fridge,3.83,Milk,32,10.05,5/25/2025
Fridge,3.05,Yogurt,48,1.29,3/31/2025
Fridge,1.62,Yogurt,1,6.6,9/10/2025
Fridge,2.1,Yogurt,19,5.45,4/8/2025
Freezer,-17.47,Ice Cream,49,15.01,11/16/2025
Fridge,1.58,Ice Cream,26,7.48,3/25/2025
Freezer,-16.69,Milk,50,7.18,6/4/2025
Freezer,-16.85,Ice Cream,19,5.59,11/14/2025
Fridge,1.97,Cheese,42,17.28,2/16/2025
Freezer,-16.07,Milk,2,2.68,7/2/2025
Fridge,1.74,Yogurt,29,17.92,8/1/2025
Freezer,-15.9,Ice Cream,49,4.41,1/3/2026
Freezer,-16.26,Ice Cream,7,14.27,8/1/2025
Fridge,1.76,Cheese,42,2.32,11/27/2025
Freezer,-16.11,Cheese,1,12.72,11/3/2025
Freezer,-16.85,Frozen Vegetables,12,16.79,6/10/2025
Fridge,2.68,Ice Cream,36,11.14,6/23/2025
Freezer,-17.4,Yogurt,16,12.34,1/16/2026
Freezer,-15.98,Frozen Vegetables,41,19.46,7/9/2025
Fridge,2.3,Cheese,41,8.12,3/19/2025
Fridge,3.68,Yogurt,39,1.63,7/6/2025
Fridge,1.44,Ice Cream,7,19.31,11/16/2025
Freezer,-15.33,Frozen Vegetables,45,3.65,8/12/2025
Freezer,-17.54,Cheese,49,13.22,9/21/2025
Fridge,2.84,Milk,29,6.17,4/20/2025
Fridge,2.5,Frozen Vegetables,4,9.28,10/31/2025
Fridge,1.34,Cheese,34,16.86,4/20/2025
Freezer,-17.06,Frozen Vegetables,22,13.83,1/5/2026
Fridge,1.74,Yogurt,46,18.34,3/22/2025
Freezer,-15.05,Milk,45,12.15,1/24/2026
Fridge,2.29,Ice Cream,34,15.69,4/3/2025
Freezer,-15.98,Frozen Vegetables,48,12.75,4/30/2025
Fridge,1.41,Cheese,11,4.59,8/19/2025
Fridge,3.85,Yogurt,17,16.69,9/24/2025
Freezer,-15.03,Milk,3,14.24,6/13/2025
Fridge,3.3,Milk,21,17.54,8/9/2025
Freezer,-15.44,Milk,35,17.98,10/15/2025
Fridge,1.18,Yogurt,2,15.46,2/12/2025
Freezer,-15.42,Milk,28,11.28,12/22/2025
Freezer,-17.74,Cheese,30,4.5,3/12/2025
Freezer,-17.59,Yogurt,31,5.86,6/28/2025
Freezer,-15.95,Ice Cream,8,18.52,12/24/2025
Fridge,1.57,Yogurt,46,6.9,2/6/2025
Freezer,-17.21,Cheese,25,10.6,12/15/2025
Fridge,3.46,Cheese,38,13.94,9/26/2025
Freezer,-17.15,Yogurt,13,17.03,2/20/2025
Freezer,-17.22,Milk,45,17.77,5/21/2025
Freezer,-16.65,Frozen Vegetables,21,16.1,6/19/2025
Freezer,-15.29,Frozen Vegetables,22,11.99,7/21/2025
Freezer,-17.84,Milk,43,13.06,8/22/2025
Freezer,-15.18,Yogurt,20,10.86,4/16/2025
Fridge,3.45,Ice Cream,38,11.86,11/24/2025
Fridge,2.86,Frozen Vegetables,31,15.74,10/12/2025
Fridge,1.75,Milk,11,6.15,6/27/2025
Fridge,3.26,Frozen Vegetables,4,8.7,8/7/2025
Freezer,-17.57,Frozen Vegetables,21,16.38,2/5/2025
Fridge,1.91,Yogurt,20,14.26,11/25/2025
Freezer,-17.36,Yogurt,34,2.75,1/27/2026
Freezer,-17.81,Frozen Vegetables,29,3.26,12/2/2025
Freezer,-15.73,Ice Cream,29,11.29,8/23/2025
Fridge,3.81,Cheese,7,10.3,2/3/2025
Freezer,-16.89,Frozen Vegetables,40,8.98,8/29/2025
Freezer,-16.1,Yogurt,29,18.12,10/30/2025
Freezer,-15.76,Yogurt,20,8.02,2/2/2025
Freezer,-16.26,Cheese,15,11.3,8/26/2025
Freezer,-17.81,Yogurt,31,7.28,7/8/2025
Fridge,2.64,Ice Cream,19,3.1,4/27/2025
Freezer,-15.59,Frozen Vegetables,14,9.5,11/18/2025
Fridge,1.53,Milk,29,7.36,8/24/2025
Freezer,-15.1,Milk,19,16.82,1/29/2025
Freezer,-16.28,Yogurt,11,9.83,1/9/2026
Freezer,-16.01,Cheese,30,7.46,8/18/2025
Fridge,1.28,Milk,48,2.15,7/21/2025
Fridge,1.62,Yogurt,36,8.87,2/23/2025
Freezer,-16.5,Cheese,11,12.29,12/17/2025
Fridge,3.05,Frozen Vegetables,41,11.1,9/7/2025
Freezer,-17.53,Cheese,17,11.52,7/22/2025
Fridge,2.69,Milk,42,3.42,6/26/2025
Fridge,3.33,Yogurt,38,3.13,7/7/2025
Freezer,-15.06,Frozen Vegetables,29,16.39,2/4/2025
Freezer,-17.34,Milk,31,7.77,5/26/2025
Fridge,2.23,Yogurt,42,5.98,4/8/2025
Freezer,-16.22,Ice Cream,43,13.85,8/8/2025
Freezer,-15.34,Ice Cream,25,2.4,7/16/2025
Freezer,-16.73,Yogurt,45,13.51,8/13/2025
Fridge,3.87,Ice Cream,40,19.75,3/8/2025
Freezer,-17.09,Frozen Vegetables,19,9.28,9/6/2025
Freezer,-16.42,Yogurt,11,4.99,10/31/2025
Fridge,3.17,Milk,1,12.11,9/24/2025
Fridge,1.61,Milk,11,5.94,8/1/2025
Fridge,3.93,Frozen Vegetables,31,3.07,5/21/2025
Fridge,1.8,Frozen Vegetables,16,16.28,4/23/2025
Freezer,-15.53,Milk,20,5.92,9/4/2025
Fridge,1.59,Cheese,16,2.78,10/2/2025
Fridge,3.77,Cheese,22,10.46,9/18/2025
Fridge,3.96,Frozen Vegetables,3,15.05,8/9/2025
Fridge,1.92,Ice Cream,18,11.52,8/15/2025
Freezer,-15.38,Milk,30,1.33,6/21/2025
Fridge,3,Cheese,31,14.36,6/8/2025
Freezer,-16.13,Frozen Vegetables,40,15.88,5/4/2025
Fridge,1.6,Yogurt,6,17.7,6/17/2025
Fridge,1.44,Milk,7,16.34,11/25/2025
Fridge,1.29,Frozen Vegetables,47,10.49,2/14/2025
Freezer,-17.3,Cheese,42,5.29,3/22/2025
Freezer,-16.04,Frozen Vegetables,32,3.49,10/22/2025
Freezer,-16.14,Yogurt,49,13.82,8/9/2025
Fridge,3.39,Yogurt,47,13.04,4/25/2025
Freezer,-17.54,Milk,10,9.09,7/31/2025
Fridge,1.39,Frozen Vegetables,27,6.54,6/10/2025
Freezer,-16.46,Frozen Vegetables,7,15.26,8/9/2025
Freezer,-15.72,Milk,29,17.99,2/12/2025
Fridge,3.48,Frozen Vegetables,35,13.22,5/10/2025
Freezer,-15.12,Frozen Vegetables,7,17.46,9/12/2025
Freezer,-17.88,Yogurt,18,8.59,5/29/2025
Fridge,1.13,Ice Cream,49,16.83,5/9/2025
Fridge,3.01,Yogurt,39,4.2,2/5/2025
Freezer,-17.85,Ice Cream,9,15.21,1/5/2026
Freezer,-15.06,Ice Cream,19,17.42,10/8/2025
Freezer,-15.56,Milk,30,7.7,11/4/2025
Fridge,2.58,Ice Cream,21,6.14,5/11/2025
Freezer,-16.75,Frozen Vegetables,21,8.16,10/5/2025
Freezer,-16.34,Yogurt,13,14.45,3/12/2025
Fridge,3.45,Ice Cream,50,9.41,10/9/2025
Fridge,3.84,Yogurt,24,3.11,6/22/2025
Fridge,3.71,Milk,38,11.86,10/24/2025
Freezer,-17.3,Frozen Vegetables,44,17.46,4/27/2025
Fridge,1.01,Ice Cream,27,15.27,10/9/2025
Fridge,2.57,Cheese,10,15,6/28/2025
Fridge,2.24,Yogurt,27,8.61,7/7/2025
Fridge,1.58,Frozen Vegetables,9,1.8,12/14/2025
Freezer,-15.8,Yogurt,19,15,8/29/2025
Freezer,-17.61,Milk,7,5.54,9/10/2025
Freezer,-17.37,Yogurt,36,6.38,6/17/2025
Fridge,2.54,Ice Cream,47,5.83,5/15/2025
Fridge,2.1,Ice Cream,39,8.53,1/28/2025
Freezer,-17.96,Milk,43,13.49,11/10/2025
Freezer,-17.58,Cheese,42,15.72,7/24/2025
Fridge,1.49,Frozen Vegetables,34,4.07,9/16/2025
Fridge,2.84,Ice Cream,41,6.97,12/7/2025
Fridge,2.09,Milk,26,16.92,6/3/2025
Freezer,-15.01,Cheese,22,5.14,3/29/2025
Freezer,-15.22,Cheese,37,6.72,9/28/2025
Freezer,-16.98,Yogurt,12,17.06,2/24/2025
Fridge,2.09,Milk,11,12.26,8/17/2025
Fridge,3.78,Ice Cream,15,8.46,2/23/2025
Freezer,-16.5,Cheese,10,9.03,3/15/2025
Freezer,-16.79,Cheese,33,5.93,10/29/2025
Fridge,2.73,Frozen Vegetables,10,12.26,11/12/2025
Fridge,3.96,Frozen Vegetables,1,17.11,8/17/2025
Fridge,3.25,Yogurt,11,13.75,12/8/2025
Freezer,-17.46,Yogurt,22,9.16,4/4/2025
Freezer,-15.48,Cheese,26,12.09,12/5/2025
Freezer,-17.07,Yogurt,38,15.21,1/31/2025
Freezer,-15.89,Cheese,15,3.44,3/3/2025
Fridge,3.76,Ice Cream,17,3.84,1/1/2026
Freezer,-17.34,Cheese,17,6.99,4/24/2025
Freezer,-17.61,Milk,8,18.73,10/7/2025
Fridge,2.84,Cheese,35,14.53,9/27/2025
Freezer,-15.97,Cheese,20,10.62,11/1/2025
Freezer,-17.46,Frozen Vegetables,12,7.96,1/14/2026
Freezer,-16.17,Ice Cream,6,3.65,1/21/2026
Freezer,-15.02,Cheese,49,19.96,7/2/2025
Fridge,3.1,Frozen Vegetables,27,18.72,2/12/2025
Fridge,1.35,Cheese,22,2.76,10/3/2025
Fridge,2.05,Frozen Vegetables,19,9.25,1/11/2026
Freezer,-17.8,Yogurt,8,19.4,10/3/2025
Fridge,1.63,Frozen Vegetables,50,7.57,10/14/2025
Freezer,-17.75,Yogurt,36,10.18,1/15/2026
Freezer,-15.02,Milk,16,15.59,4/29/2025
Freezer,-15.56,Milk,6,6.79,11/20/2025
Freezer,-17.72,Milk,1,7.94,11/4/2025
Fridge,1.97,Yogurt,23,14.47,3/10/2025
Freezer,-16.64,Frozen Vegetables,39,1.44,9/17/2025
Fridge,1.28,Yogurt,15,16.71,8/26/2025
Freezer,-15.51,Milk,13,19.55,8/8/2025
Freezer,-16.25,Frozen Vegetables,20,7.28,2/27/2025
Fridge,3.04,Yogurt,37,14.74,10/17/2025
Fridge,3.39,Milk,35,2.62,4/3/2025
Fridge,2.02,Frozen Vegetables,46,14.26,5/5/2025
Fridge,2.15,Ice Cream,33,2.53,12/5/2025
Freezer,-17.94,Frozen Vegetables,22,8.55,10/13/2025
Fridge,3.44,Frozen Vegetables,29,10.99,9/17/2025
Fridge,3.92,Ice Cream,29,17.31,11/28/2025
Freezer,-17.72,Ice Cream,38,17.89,10/17/2025
Freezer,-15.08,Yogurt,1,15.3,7/11/2025
Fridge,2.56,Frozen Vegetables,30,5.1,9/11/2025
Freezer,-15.33,Cheese,18,4.03,5/20/2025
Fridge,1.81,Frozen Vegetables,19,12.72,5/25/2025
Freezer,-15.01,Yogurt,37,5.24,8/23/2025
Freezer,-17.58,Cheese,26,3.15,5/31/2025
Freezer,-15.62,Ice Cream,33,12.57,9/5/2025
Freezer,-16.47,Yogurt,19,5.29,5/7/2025
Fridge,3.2,Ice Cream,20,17.17,2/5/2025
Fridge,2.15,Cheese,47,17.19,4/2/2025
Fridge,1.78,Milk,11,5.64,1/2/2026
Fridge,3.77,Ice Cream,37,1.43,9/1/2025
Freezer,-16.59,Cheese,45,19.53,10/12/2025
Fridge,3.77,Frozen Vegetables,18,18.12,3/23/2025
Freezer,-15.92,Yogurt,18,11.01,2/15/2025
Freezer,-17.87,Milk,27,19.66,9/11/2025
Freezer,-17.99,Ice Cream,18,5.66,8/31/2025
Fridge,2.14,Frozen Vegetables,40,10.23,7/28/2025
Fridge,1.16,Frozen Vegetables,14,7.23,3/17/2025
Fridge,3.53,Milk,33,5.68,11/24/2025
Freezer,-17.93,Ice Cream,21,14.31,12/10/2025
Fridge,2.8,Yogurt,10,7.95,10/19/2025
Freezer,-16.92,Yogurt,10,14.12,12/6/2025
Freezer,-17.35,Ice Cream,25,8.41,4/25/2025
Freezer,-17.18,Milk,11,11.02,4/8/2025
Freezer,-16.29,Frozen Vegetables,13,10.96,9/21/2025
Fridge,1.72,Ice Cream,50,4.93,1/19/2026
Freezer,-16.69,Frozen Vegetables,6,17.6,1/20/2026
Fridge,2.45,Yogurt,38,7.15,12/1/2025
Freezer,-15.2,Cheese,38,9.27,5/11/2025
Fridge,1.9,Ice Cream,27,11.64,10/13/2025
Fridge,2.88,Cheese,30,8.74,2/1/2025
Freezer,-16.13,Milk,9,19.96,8/18/2025
Freezer,-16.98,Ice Cream,12,14.64,4/19/2025
Freezer,-15.93,Cheese,6,9.42,10/16/2025
Freezer,-16.48,Frozen Vegetables,4,19.96,8/27/2025
Fridge,2.66,Milk,9,4.68,12/3/2025
Freezer,-16.81,Cheese,33,12.05,3/29/2025
Fridge,1.53,Frozen Vegetables,27,12.82,8/4/2025
Freezer,-17.4,Frozen Vegetables,16,18.74,4/19/2025
Freezer,-17.29,Yogurt,16,1.43,6/3/2025
Freezer,-17.02,Frozen Vegetables,19,11.59,11/25/2025
Freezer,-17.68,Milk,1,18.35,10/28/2025
Freezer,-17.09,Cheese,5,18.42,3/20/2025
Fridge,3.57,Cheese,12,15.48,10/23/2025
Freezer,-16.58,Ice Cream,29,9.28,2/25/2025
Fridge,3.02,Ice Cream,11,1.9,8/17/2025
Fridge,3.63,Ice Cream,18,13.81,6/26/2025
Freezer,-17.15,Cheese,14,18.38,4/30/2025
